trip_duration_min,is_peak_time,distance_km,neighborhood_type,base_rate_multiplier,trip_fare
23,No,9,Rural,1.46,16.88
,No,1,Business,1.31,9.49
15,No,,Rural,1.08,11.91
3,No,5,Airport,1.43,11.77
3,No,6,Business,1.11,10.52
15,Yes,7,Business,1.58,15.22
,No,6,Business,1.45,13.22
18,No,4,Rural,1.15,12.34
16,No,7,Business,1.34,14.11
6,Yes,6,Business,,12.78
,No,22,Business,1.26,29.82
23,No,2,Rural,1.13,9.96
19,No,5,Residential,1.45,12.80
,No,2,Business,1.55,9.60
23,No,8,Business,1.24,16.20
9,No,4,Residential,1.24,10.21
15,Yes,5,Business,1.08,13.22
18,No,1,Rural,1.20,9.98
7,No,6,Residential,1.43,10.89
3,No,4,Airport,1.28,10.67
14,No,5,Rural,1.07,12.45
5,No,2,Rural,0.99,8.56
17,No,4,Residential,1.08,10.88
16,No,5,Airport,,14.42
20,No,1,Residential,1.16,10.07
16,Yes,9,Business,1.34,16.41
16,No,8,Residential,0.91,13.75
17,Yes,5,Residential,1.28,12.64
15,No,5,Rural,1.25,12.47
29,No,7,Residential,1.15,14.45
12,Yes,6,Rural,1.29,14.15
15,No,3,Business,1.40,10.65
23,Yes,4,Residential,1.34,13.14
17,No,4,Business,1.47,11.33
10,No,3,Airport,1.05,10.15
29,,3,Business,1.06,11.79
14,No,4,Business,1.01,11.10
18,No,2,Rural,1.18,11.09
13,No,3,Airport,1.37,12.01
8,Yes,9,Airport,1.16,15.33
11,No,3,Residential,1.45,16.69
6,Yes,12,,1.11,17.56
17,No,6,Business,1.14,13.03
15,Yes,10,Airport,1.31,18.39
19,No,6,Business,1.42,14.12
19,Yes,6,Business,0.86,14.09
12,No,7,Airport,0.96,14.05
12,No,6,Business,1.34,13.04
16,No,4,Rural,1.35,12.62
31,Yes,6,Residential,1.36,15.03
16,No,7,Residential,1.20,13.27
15,No,8,Residential,1.20,14.58
12,Yes,5,Rural,1.11,13.51
8,,1,Rural,0.96,8.42
22,No,6,Airport,1.00,14.16
9,No,6,Business,1.35,12.18
16,No,7,Residential,,13.87
7,No,1,Rural,1.25,8.52
17,No,8,Airport,0.97,15.92
10,Yes,5,Residential,0.85,11.24
20,No,4,Residential,1.03,11.49
14,No,1,Residential,1.10,8.07
15,Yes,8,Business,1.06,14.19
17,Yes,6,,,14.86
17,No,5,Rural,1.00,13.06
19,No,3,Residential,0.88,9.49
11,No,10,Business,1.38,15.37
,No,1,Residential,0.96,8.82
7,Yes,4,Rural,1.23,11.60
,No,5,Business,1.16,9.86
10,No,3,Airport,1.42,10.85
13,No,2,,1.40,9.51
13,No,1,Rural,1.56,9.71
6,No,9,,1.18,13.17
5,Yes,6,Residential,1.42,11.25
18,Yes,2,Residential,1.26,10.70
21,No,9,Airport,1.30,17.17
14,,4,Residential,1.04,10.99
9,Yes,4,Business,1.34,11.31
19,No,4,Residential,1.13,11.03
12,Yes,4,Business,1.14,11.67
18,No,6,Business,1.13,13.05
,Yes,,Residential,1.30,9.37
11,No,6,Airport,1.47,13.50
13,No,4,Rural,1.18,11.22
20,,1,Business,,9.77
20,No,2,Residential,0.90,9.83
11,No,4,Business,0.98,10.05
15,No,6,Business,1.29,12.88
14,No,12,Business,0.83,16.31
17,No,3,Business,1.11,11.27
15,No,8,Business,0.80,13.82
22,No,1,Airport,0.80,10.86
12,No,5,Business,1.41,12.05
16,No,4,Airport,1.40,13.37
10,No,7,Residential,1.23,11.93
14,No,7,Business,1.27,12.85
16,No,6,Business,1.01,12.13
17,Yes,3,Rural,1.17,12.49
28,,2,Business,0.99,11.70
17,Yes,5,Business,1.38,13.03
20,No,2,Residential,0.80,10.50
17,No,7,Business,,13.69
16,No,8,Business,1.11,14.34
17,Yes,5,Business,1.04,12.98
14,No,6,Business,1.09,11.87
10,Yes,10,Residential,1.39,15.92
14,No,6,Rural,1.41,13.61
16,No,6,,1.16,13.74
20,No,4,Business,1.22,11.32
14,Yes,5,Residential,1.54,13.57
21,No,2,Business,,11.06
13,Yes,7,Residential,,14.31
23,No,5,Airport,1.45,14.82
18,No,9,Business,1.49,16.59
19,Yes,4,Business,0.95,12.37
13,No,1,Business,1.04,8.52
20,Yes,9,Business,1.33,16.75
16,No,3,,1.56,11.37
20,No,1,Residential,1.17,9.97
19,No,8,Business,1.11,14.64
,Yes,6,Business,1.17,14.71
10,Yes,3,Business,1.16,10.53
15,No,4,Residential,0.91,10.79
10,No,7,Rural,1.51,13.94
14,No,3,Business,1.39,10.02
17,No,11,Residential,1.19,16.74
7,,1,Business,1.31,8.40
15,No,1,Business,1.42,9.56
3,No,2,Rural,1.19,8.48
20,Yes,,Business,,12.00
23,No,7,Rural,1.24,14.38
9,Yes,6,Business,1.18,12.45
21,No,4,Business,1.08,12.92
12,No,6,Business,1.23,13.05
16,No,11,Residential,1.31,16.54
22,No,3,Residential,1.38,11.93
20,Yes,2,Rural,1.12,12.19
6,No,8,Rural,1.24,13.49
10,No,4,Business,0.93,9.28
16,No,1,Rural,1.33,9.22
10,Yes,,Rural,0.98,10.89
21,No,4,Business,1.29,11.75
24,No,2,Residential,1.50,11.37
16,No,3,,1.08,10.09
25,No,8,Business,1.36,15.69
9,,3,Business,0.80,8.61
14,No,8,Residential,1.58,14.09
23,No,6,Rural,1.29,14.85
14,Yes,3,Residential,1.10,11.18
21,No,3,Residential,1.07,11.41
14,No,2,,1.15,9.58
14,No,4,Rural,1.52,13.01
12,No,5,Business,1.33,11.61
6,No,8,Residential,1.28,12.37
20,No,2,Airport,1.09,12.25
24,No,5,Residential,0.93,12.29
6,No,4,Business,1.36,10.75
19,,3,Airport,1.30,12.60
15,No,1,Business,1.03,8.80
13,No,9,Business,1.02,15.03
15,No,,Business,1.13,10.73
18,Yes,10,Residential,1.39,15.85
11,No,2,,0.96,8.61
16,Yes,6,Rural,1.00,13.84
25,Yes,10,Residential,0.83,17.79
13,No,1,Residential,0.94,7.91
17,No,6,Rural,1.14,13.27
11,No,2,Rural,1.14,10.27
24,,11,Business,1.74,18.80
14,No,6,Airport,1.36,14.29
12,No,2,Rural,1.37,11.42
14,,4,Rural,1.06,10.81
16,No,3,Business,1.06,10.13
7,No,5,Residential,1.24,10.58
11,No,4,Residential,1.17,10.67
16,Yes,4,Business,1.14,12.90
18,No,2,Residential,0.98,9.62
14,No,6,Business,1.16,12.55
17,No,4,Business,1.11,12.38
21,No,3,Rural,1.32,11.44
14,No,4,Rural,1.45,12.73
22,Yes,1,Residential,1.28,11.30
12,Yes,1,Business,1.03,9.58
17,No,3,Residential,1.30,10.08
13,No,5,Rural,1.09,10.68
9,Yes,9,Residential,0.96,14.25
9,Yes,9,Residential,1.33,15.20
19,Yes,4,Airport,1.36,14.90
16,No,5,Residential,1.06,11.67
9,No,2,,1.24,7.98
9,No,2,,1.01,8.53
20,No,4,Business,1.24,12.03
15,No,5,,1.22,11.86
15,Yes,4,Business,1.21,11.80
19,No,1,Airport,1.31,10.96
21,No,3,Business,0.91,10.77
17,No,5,Residential,1.69,12.85
9,No,2,Rural,1.21,10.58
4,No,4,Business,1.23,9.73
10,No,6,Business,1.76,12.92
10,No,2,Rural,1.31,9.51
24,No,1,,1.22,11.60
24,No,1,Airport,1.18,11.87
12,No,3,,1.23,10.20
15,No,2,Business,1.33,10.32
5,Yes,6,Business,1.26,12.56
12,No,8,Residential,1.32,14.40
24,No,6,Rural,1.27,14.50
9,Yes,6,Rural,1.13,13.46
9,Yes,6,Residential,1.14,12.31
12,No,4,Residential,,11.11
11,No,5,Airport,1.23,12.76
18,No,6,Airport,1.14,14.35
9,No,1,Business,1.39,7.67
21,No,7,Rural,1.40,15.13
12,No,4,,1.40,10.86
16,No,7,Residential,1.10,12.94
8,No,1,Residential,1.14,7.68
6,No,3,Business,1.42,9.58
15,Yes,4,Business,1.32,13.41
16,No,1,Rural,1.29,9.56
6,No,9,Rural,1.32,15.24
14,No,4,Residential,1.05,11.33
22,Yes,6,Residential,1.22,15.05
8,,7,Residential,1.27,12.17
22,No,5,Business,1.33,13.43
20,No,7,Business,,14.68
24,No,5,Business,1.18,13.47
6,Yes,6,Residential,0.89,11.54
16,,5,Rural,0.96,13.65
17,Yes,7,Business,1.01,14.23
10,No,,Business,1.13,7.84
9,Yes,6,Business,1.43,13.45
15,No,7,Rural,0.91,13.60
10,No,5,Residential,1.26,11.42
11,No,9,,,14.84
15,No,1,Residential,1.05,8.67
9,No,5,Business,1.28,11.10
,Yes,4,Business,0.85,11.84
16,No,5,Business,1.08,12.85
,No,5,Residential,1.10,11.82
6,No,5,,1.08,10.57
13,Yes,3,Residential,1.24,12.03
19,No,9,Rural,1.10,15.74
11,No,4,Business,1.08,9.91
21,No,4,Rural,1.20,12.19
13,No,3,,0.80,9.57
8,No,11,Rural,1.52,17.41
14,No,2,Business,1.09,9.37
3,No,7,,1.03,11.22
20,No,4,Rural,1.07,12.71
14,No,4,Business,1.58,12.05
,No,7,Residential,1.47,13.88
14,No,7,Residential,1.04,13.63
16,Yes,9,Rural,1.37,16.80
25,No,2,Business,1.35,11.50
14,Yes,3,Airport,1.07,12.88
12,No,7,Rural,1.24,14.27
25,No,2,Business,1.21,11.85
21,Yes,5,Residential,1.05,12.89
13,No,3,Residential,1.03,9.33
9,No,2,Business,1.34,9.10
10,No,4,Business,1.01,10.06
16,No,8,Airport,1.08,15.88
20,Yes,6,Business,1.27,13.81
19,No,5,Rural,0.88,12.72
7,No,9,Residential,1.28,13.92
20,No,5,Business,1.29,13.21
14,,4,Airport,1.12,12.18
18,No,7,Business,1.28,14.29
12,No,6,Residential,1.22,11.95
10,Yes,9,Rural,1.22,14.77
21,Yes,7,Residential,1.32,16.11
11,No,4,Residential,1.39,10.96
18,No,4,Residential,1.11,11.75
14,No,3,Rural,1.51,11.49
12,No,3,Business,1.20,10.58
11,No,2,Residential,0.96,7.84
13,No,9,Rural,1.13,15.93
10,No,1,Residential,0.80,8.23
16,No,4,,1.23,11.73
15,No,1,Rural,1.28,9.96
10,No,6,,1.19,12.64
14,No,6,Business,0.80,11.76
17,Yes,2,Business,1.29,11.43
23,No,,,0.83,12.00
16,Yes,9,,1.16,16.01
21,No,8,Business,1.24,15.16
17,Yes,8,Rural,1.26,16.00
18,Yes,4,Business,1.40,12.77
9,No,6,Airport,1.01,13.73
16,Yes,10,Business,,17.15
10,No,7,Business,1.33,13.47
11,No,7,Residential,1.27,12.90
6,No,4,Rural,1.37,11.18
31,No,8,Airport,1.44,18.45
,No,4,Residential,0.99,10.98
10,No,8,Residential,1.15,12.94
3,Yes,3,,1.34,10.26
,No,9,Rural,1.21,14.88
16,Yes,1,Rural,1.64,10.88
14,No,8,Business,0.80,13.95
18,No,5,Residential,1.06,12.06
12,Yes,4,Residential,1.42,11.30
12,,6,Airport,1.26,14.12
14,No,7,Business,1.27,13.32
12,No,3,Residential,,9.92
18,Yes,3,Business,1.50,12.91
,No,4,Business,1.12,12.35
10,Yes,7,Airport,1.06,15.55
24,Yes,6,Business,1.50,15.24
13,Yes,1,Airport,1.05,10.47
5,No,7,Business,1.18,11.86
9,No,1,Business,1.35,9.59
6,Yes,7,,1.49,13.22
12,No,7,Residential,1.32,13.09
19,No,1,Residential,1.31,9.51
6,No,4,Residential,1.58,10.21
5,No,5,Residential,,10.92
12,No,6,Business,1.39,13.15
20,No,7,Residential,1.40,14.66
20,No,3,Business,,12.05
17,Yes,3,Business,0.80,11.49
22,Yes,9,Residential,1.26,23.29
23,Yes,5,Residential,1.31,14.30
17,Yes,6,Residential,1.18,13.74
5,,6,Residential,1.00,10.93
15,,6,Residential,0.80,11.25
8,No,1,Residential,1.28,7.92
,No,10,Business,1.29,15.71
,Yes,4,Business,0.97,12.06
13,No,6,Airport,1.88,15.49
13,No,3,Airport,,11.54
8,No,4,Rural,1.59,11.39
7,No,,Rural,1.44,12.61
24,No,4,Residential,1.28,12.48
12,Yes,9,Airport,,16.71
8,Yes,4,Residential,1.20,10.49
12,No,4,Business,1.22,11.46
,Yes,1,Rural,0.96,10.87
18,No,5,Business,1.14,12.20
24,Yes,6,Residential,1.45,15.53
24,No,5,Residential,1.20,13.05
4,No,5,Residential,1.23,10.41
13,Yes,2,Business,1.21,9.72
24,No,6,Airport,,16.53
25,Yes,5,Business,1.22,14.56
,No,1,Rural,1.34,9.44
17,Yes,1,Residential,1.61,11.02
14,Yes,4,Business,1.61,13.10
11,No,4,Business,1.48,11.02
28,No,1,Business,1.18,11.07
17,No,11,Airport,,26.36
10,,5,Rural,1.08,12.30
12,Yes,3,Business,1.24,10.33
16,No,9,Rural,1.36,15.86
9,No,6,Rural,1.04,11.51
20,Yes,6,Residential,0.93,14.61
10,Yes,1,Business,1.25,9.67
17,No,8,Residential,0.80,13.62
16,No,7,Business,1.26,14.41
22,No,1,,1.00,10.53
11,Yes,4,Rural,1.30,11.76
16,Yes,7,Residential,1.17,14.23
7,No,1,Business,1.25,7.76
27,No,4,,1.00,13.48
14,No,5,Business,1.47,12.44
19,No,3,Residential,1.02,11.00
11,No,7,Rural,1.46,14.02
10,No,,Business,1.04,7.63
10,Yes,6,Rural,1.16,13.60
13,No,6,Business,0.96,12.03
,No,3,Residential,1.02,8.91
9,No,8,Residential,1.41,13.03
12,No,5,Rural,1.23,12.53
21,Yes,2,Rural,1.24,12.16
6,No,6,Business,1.07,11.03
,Yes,,Residential,1.10,8.80
5,Yes,7,Business,1.32,13.74
,No,5,,1.12,9.74
17,No,6,Business,1.50,13.61
14,No,6,Airport,1.04,13.66
7,No,7,Rural,0.99,12.22
24,No,4,Business,1.25,12.53
19,,8,Business,1.29,15.25
13,No,6,Business,0.80,12.10
9,No,9,Business,,14.67
17,Yes,5,Airport,1.37,14.85
6,No,5,Business,1.26,10.60
12,No,7,Business,1.30,13.94
20,No,4,Business,0.98,11.51
6,No,1,Residential,1.02,7.64
5,Yes,1,Residential,1.23,8.37
12,No,7,Residential,1.04,12.02
13,No,,Residential,1.34,13.75
17,No,5,Rural,1.19,13.36
26,,4,Rural,1.26,13.42
13,No,3,Business,1.14,9.63
19,,2,Business,1.32,10.62
9,No,6,Rural,1.22,11.72
21,No,7,Airport,1.12,15.24
26,No,4,Residential,1.43,12.56
21,No,6,Airport,1.32,15.07
16,No,4,,1.46,12.02
13,No,5,Business,1.02,12.12
3,Yes,3,Residential,1.07,9.02
13,Yes,1,Residential,1.36,9.54
5,Yes,1,Business,1.14,8.90
13,No,,Business,1.11,12.07
18,Yes,1,Residential,1.46,10.72
,No,1,,0.91,9.32
4,No,7,Business,1.18,11.53
16,,3,Residential,1.27,10.82
13,No,12,Airport,1.28,17.84
11,No,2,Rural,1.03,9.20
24,Yes,6,Business,1.08,14.93
10,,6,Business,1.31,12.12
13,No,9,Rural,0.80,13.79
7,No,10,,,15.08
,No,6,Residential,1.28,13.58
19,No,5,Residential,1.23,13.59
18,No,5,Residential,1.25,12.03
22,No,4,Airport,1.22,13.01
24,No,6,Residential,,14.85
12,No,5,Residential,1.17,10.91
14,No,2,Business,1.30,9.72
11,Yes,2,Rural,1.47,11.47
16,No,4,Residential,1.15,10.85
8,No,5,Rural,0.93,10.96
19,No,6,Residential,1.29,12.84
13,No,4,Residential,1.24,10.16
15,No,8,Residential,1.24,13.24
17,No,5,Residential,1.05,11.56
16,No,6,Rural,0.91,12.30
3,Yes,7,Rural,1.40,13.75
24,,4,Residential,,12.14
5,No,32,Business,1.35,29.99
17,,7,Business,1.08,14.53
6,No,5,Business,1.13,10.69
5,Yes,,,1.14,10.52
11,No,6,Business,0.94,11.84
13,Yes,5,Airport,1.23,14.17
25,No,10,Residential,1.07,16.74
18,No,3,Business,1.14,10.02
20,No,5,Residential,1.50,13.65
3,Yes,6,,1.13,11.38
21,No,4,Business,1.42,12.43
19,No,1,Business,1.05,9.45
20,Yes,5,Business,1.23,14.00
9,Yes,6,Residential,1.54,12.24
22,Yes,3,Business,1.44,13.19
23,No,3,Residential,1.25,11.39
22,No,,Residential,0.80,12.52
14,No,5,Business,1.07,11.49
21,No,7,Business,1.42,14.92
17,No,2,Residential,1.60,10.71
16,No,4,Rural,1.16,11.87
,No,,Residential,1.55,10.01
18,No,8,Business,1.19,14.52
12,Yes,7,Business,1.20,14.17
11,No,6,Business,1.38,13.36
21,Yes,4,Rural,,14.33
17,No,3,Rural,1.54,11.81
15,Yes,8,Business,1.07,15.07
30,No,3,Rural,1.05,12.61
17,No,2,Business,0.80,8.59
18,No,1,Rural,1.36,10.00
16,Yes,3,Business,1.05,11.45
,,4,Residential,1.17,12.24
13,Yes,6,Rural,1.25,14.26
8,Yes,9,Airport,1.07,15.33
15,No,1,Business,1.25,9.50
25,Yes,5,Residential,1.28,14.27
17,No,7,,1.04,13.75
14,Yes,1,Residential,1.03,9.41
8,No,6,Residential,1.23,11.25
11,Yes,1,Residential,,9.28
9,,5,Residential,0.93,12.08
15,No,,Business,1.19,13.29
22,No,5,,1.39,13.45
16,No,4,Business,0.85,10.88
18,No,,Business,1.72,14.39
11,Yes,5,Residential,0.86,11.78
21,No,4,Rural,1.34,12.36
11,No,7,Residential,0.92,11.46
8,No,5,Residential,1.24,9.68
30,No,2,Residential,1.15,11.47
11,Yes,4,,1.35,10.91
18,No,8,Residential,1.47,14.96
12,Yes,7,Residential,1.19,13.72
24,No,6,Airport,1.35,15.04
17,No,3,Business,1.33,10.49
10,No,1,Business,0.95,8.12
11,,6,Business,,11.10
21,No,3,Rural,0.80,11.77
3,Yes,5,Rural,1.35,11.72
12,No,1,Rural,0.98,8.17
25,No,6,Rural,1.39,15.21
17,No,4,Residential,1.39,11.91
13,No,2,Business,1.23,9.78
18,No,9,Residential,1.34,15.09
18,No,5,Business,1.73,12.85
19,No,7,Residential,1.00,13.16
13,No,11,Business,1.28,16.51
14,,5,Residential,1.09,11.30
15,No,8,,1.17,14.23
15,Yes,2,Rural,1.45,11.34
13,No,4,Business,1.72,12.31
9,,4,Business,1.24,10.56
14,Yes,5,Residential,1.14,12.17
13,No,,Residential,0.92,9.75
13,No,,Rural,1.44,12.08
9,No,14,Business,1.10,21.96
11,No,5,Rural,0.99,11.72
18,Yes,1,Business,1.18,10.83
24,No,1,Business,1.16,10.11
13,,,Business,1.13,8.75
3,No,5,Business,1.44,9.92
29,No,,Rural,1.27,11.82
14,No,7,Airport,,14.95
13,Yes,9,Rural,1.14,15.73
14,No,5,Business,1.17,12.31
9,No,1,Residential,1.21,7.83
22,Yes,6,Airport,1.40,16.15
,No,4,Airport,0.86,9.98
20,No,2,,1.27,10.60
8,No,6,Airport,1.16,12.67
10,No,6,Residential,1.57,13.08
13,No,7,Business,1.11,12.81
10,No,1,Airport,1.67,10.28
4,No,13,Business,1.54,20.51
8,No,4,Business,1.15,10.42
11,No,2,Business,1.01,8.75
7,Yes,10,Rural,1.24,16.24
19,No,7,Residential,1.19,14.32
28,No,5,Business,1.46,14.24
12,No,8,Residential,1.45,14.31
18,No,3,,1.33,10.92
20,No,5,Residential,1.35,13.44
13,No,6,Business,0.91,12.71
13,No,4,Business,1.44,11.51
14,,4,Business,1.49,12.53
21,No,4,Business,1.27,12.66
12,Yes,9,Business,1.34,14.84
9,No,6,Business,1.23,11.62
,No,2,Business,1.22,8.85
9,No,6,Residential,1.13,11.25
17,,10,Business,1.26,17.46
14,Yes,3,Business,1.30,10.94
,No,7,Business,1.41,14.50
13,No,,,1.26,12.35
18,No,2,Business,1.13,10.22
19,Yes,1,Residential,,10.58
9,Yes,5,Rural,1.24,11.71
6,Yes,2,Rural,1.16,9.33
3,Yes,11,Business,1.35,16.64
13,Yes,6,Rural,1.47,14.38
20,Yes,8,Business,1.07,16.03
10,Yes,3,Business,1.40,11.70
13,Yes,,Rural,1.28,16.28
10,No,4,Residential,1.30,10.54
9,No,3,Business,1.46,10.67
6,No,,Business,1.34,9.69
13,No,,Business,1.01,11.67
6,Yes,7,Residential,1.21,12.35
24,Yes,4,Business,1.21,12.75
15,Yes,6,Business,1.16,13.32
11,No,6,Rural,1.18,12.68
16,No,7,Business,1.08,13.34
15,Yes,5,Business,1.59,14.15
4,No,10,Rural,,13.97
24,No,9,Business,1.25,17.09
20,Yes,6,Rural,1.25,14.91
19,No,7,Business,1.13,14.34
16,No,8,Residential,1.48,13.57
11,No,6,Business,1.28,12.59
14,No,5,Business,1.04,12.38
19,No,,Rural,1.20,14.33
19,No,5,Rural,,12.80
14,No,7,Business,1.40,14.39
5,No,4,Rural,1.60,10.41
18,No,21,Rural,1.40,28.93
11,No,6,Business,,12.28
15,Yes,6,Residential,0.91,12.56
10,No,5,Business,1.02,10.98
7,No,4,Rural,1.40,10.39
10,No,6,Rural,1.46,13.60
11,No,4,,0.90,10.21
11,Yes,5,Residential,0.81,11.83
21,Yes,3,Residential,1.00,12.34
18,No,4,Residential,1.31,10.92
9,Yes,4,Rural,1.04,11.80
20,No,9,Business,1.45,16.29
16,No,9,Business,1.32,15.38
18,No,10,Business,1.11,16.85
7,Yes,3,Rural,0.90,10.28
17,No,18,Residential,1.16,25.58
9,No,1,Residential,1.54,8.48
27,No,1,Residential,0.80,9.69
5,No,12,Rural,1.15,16.12
21,Yes,6,Business,0.99,14.40
20,Yes,7,Rural,1.32,15.90
12,No,2,Business,1.14,9.86
21,Yes,9,Airport,1.23,17.84
,No,13,Business,1.07,19.45
16,No,5,Residential,1.39,12.45
3,No,4,Airport,1.22,10.27
13,No,2,Business,,9.73
19,No,2,Business,1.32,11.07
17,,4,Business,1.27,11.33
14,No,3,Residential,1.07,9.78
17,Yes,6,Airport,0.97,15.08
13,No,5,Business,0.91,11.62
10,Yes,3,Business,1.29,10.19
15,No,4,Business,1.17,11.07
18,No,1,Business,1.41,9.78
6,Yes,4,Rural,1.34,11.87
12,Yes,6,Airport,,14.28
23,No,3,Residential,1.27,11.53
,No,5,Residential,1.38,11.94
19,No,8,Residential,1.27,14.91
16,No,4,Residential,,10.73
19,No,4,,1.42,12.75
18,No,6,Rural,0.90,12.46
26,No,8,Rural,,15.66
18,No,6,Business,1.08,12.81
23,No,7,,1.23,14.19
26,No,2,Rural,1.36,11.80
24,No,3,,1.20,13.37
25,,5,Business,1.27,13.61
20,No,1,Business,1.43,9.81
9,No,8,Residential,1.43,13.50
22,No,6,Residential,1.34,13.81
18,No,4,Business,1.22,12.20
13,Yes,8,Rural,1.35,15.59
17,No,3,Business,1.09,10.00
21,Yes,11,Business,1.16,18.48
14,Yes,4,Residential,1.15,11.87
12,No,5,Business,1.06,11.98
27,No,8,Rural,1.19,15.98
26,No,,,1.25,13.71
15,No,6,Airport,1.22,13.98
16,Yes,6,Residential,1.04,13.12
,No,8,Residential,1.15,15.22
,No,4,Business,1.50,13.27
9,No,8,Business,1.29,12.43
13,No,6,Business,1.28,12.60
16,No,12,Business,1.59,18.67
3,No,4,Airport,,10.32
21,No,5,Residential,1.69,13.43
18,No,8,Rural,1.14,15.48
8,No,6,Business,1.16,11.74
23,No,5,Rural,1.00,13.02
19,No,4,Business,1.37,12.50
15,No,1,Business,0.94,8.89
9,No,3,Business,1.12,9.71
10,No,5,Business,1.02,12.20
28,No,6,Rural,1.03,14.88
11,No,5,Residential,1.43,11.40
18,No,7,Residential,1.08,13.97
17,Yes,3,Residential,0.88,10.61
16,No,2,Business,1.22,10.90
8,No,4,Residential,0.88,8.96
,Yes,7,Business,1.08,16.18
19,No,8,Rural,0.97,15.28
12,Yes,5,Business,1.50,13.24
11,No,7,Residential,1.34,13.16
17,Yes,,Rural,0.96,11.58
13,No,5,Business,0.80,10.90
16,No,8,,1.14,16.04
19,No,5,Business,1.01,11.32
7,Yes,1,Business,1.07,9.02
32,No,7,Business,1.12,16.37
7,Yes,8,Business,1.23,13.53
14,Yes,5,Rural,0.89,12.86
7,Yes,,Rural,,14.00
22,Yes,1,Residential,1.13,10.62
24,No,5,Residential,1.50,13.49
,No,4,Rural,1.26,12.16
12,Yes,3,Residential,,10.11
12,No,5,Airport,0.88,12.32
20,No,7,Business,1.28,13.67
24,Yes,5,Business,1.37,14.03
16,No,20,Rural,1.29,28.54
4,No,5,Residential,1.36,10.17
10,Yes,8,Rural,0.85,14.26
11,No,2,Business,1.29,9.49
17,No,8,Business,1.09,14.80
21,,7,Residential,1.25,14.94
17,No,8,Rural,1.42,15.04
17,No,4,,0.97,11.94
10,No,3,,1.08,10.00
12,No,8,Residential,1.15,14.36
20,No,9,Business,1.00,15.08
18,Yes,10,Airport,1.18,18.06
25,No,9,Airport,1.43,18.47
14,No,8,Business,1.25,13.92
22,No,4,Rural,1.44,12.55
16,No,3,Business,1.10,10.65
23,No,6,Rural,1.07,15.15
11,Yes,7,Airport,1.15,14.98
,No,7,Residential,1.24,13.25
11,Yes,7,,1.26,14.32
21,Yes,8,Business,1.12,15.49
10,No,7,Business,1.48,11.93
3,Yes,7,,1.12,13.13
14,No,4,Business,,11.69
8,Yes,9,Residential,1.19,14.41
10,No,2,Rural,1.29,9.22
21,Yes,5,Business,1.31,14.73
,No,3,Airport,1.20,13.42
11,Yes,9,Business,1.58,15.62
21,Yes,8,Rural,1.20,16.65
18,No,2,,1.33,10.88
16,No,4,Residential,1.10,11.27
5,Yes,6,Residential,1.00,11.90
15,Yes,3,Business,1.13,11.36
3,Yes,4,Business,1.03,10.18
11,Yes,4,Business,,11.93
13,Yes,7,Business,1.06,14.75
8,No,3,,0.93,8.50
7,No,6,Residential,1.22,11.56
15,No,4,Residential,1.37,12.19
14,No,7,Business,1.25,13.13
21,No,5,Business,1.29,13.17
19,Yes,6,Rural,1.48,15.07
20,No,5,Airport,1.40,14.58
18,No,6,Residential,1.41,13.15
31,No,3,Rural,1.10,12.43
9,No,5,Business,1.28,11.21
16,No,7,Business,1.11,12.83
24,Yes,8,Business,1.44,17.49
7,No,5,Residential,1.27,10.78
14,No,4,Business,1.07,10.80
12,,8,Residential,,15.74
19,No,6,Business,1.52,13.86
18,Yes,,Rural,1.39,15.96
26,No,6,Rural,1.23,14.56
17,No,4,Rural,1.38,12.02
8,No,5,Residential,1.10,10.59
24,Yes,1,Residential,1.06,10.01
4,No,7,Residential,1.18,11.49
25,No,2,Business,1.54,12.36
17,Yes,3,Residential,1.20,12.21
15,No,9,,1.35,15.06
23,No,8,Residential,1.29,15.68
16,Yes,2,Rural,1.21,12.22
32,No,3,Business,1.01,13.29
,No,1,Residential,,10.43
22,No,2,Rural,1.25,10.96
9,No,5,Business,,11.94
13,No,5,,1.26,11.98
18,No,8,Rural,1.11,15.36
14,No,,Business,0.86,8.52
3,No,4,Residential,1.02,9.30
8,No,3,Business,0.94,9.18
14,Yes,2,Airport,1.49,11.46
21,No,7,Residential,1.20,14.49
22,,10,Residential,0.89,16.78
23,Yes,1,,1.40,12.09
19,Yes,7,Business,1.23,14.45
18,No,3,Airport,1.18,12.40
23,Yes,7,Business,1.33,16.49
8,No,7,Residential,0.91,12.35
17,No,3,Business,0.90,10.69
15,No,1,Residential,1.08,8.55
14,No,2,Rural,1.44,9.83
20,Yes,2,Residential,1.25,11.25
14,Yes,5,Residential,1.14,12.50
5,No,10,Rural,1.68,15.80
11,No,8,Business,0.87,13.23
15,Yes,6,Business,1.29,12.90
17,No,3,Business,1.21,10.63
9,No,2,Rural,1.30,8.78
9,No,4,Business,1.19,10.57
4,Yes,5,Rural,1.40,12.31
16,Yes,4,Business,1.33,12.67
12,,6,Residential,1.37,13.37
10,Yes,3,Business,1.21,10.89
8,Yes,1,Rural,0.94,9.73
12,Yes,1,Rural,1.37,10.34
20,No,4,Residential,1.39,11.95
3,,4,Rural,1.30,9.69
17,No,7,Business,1.35,14.00
15,Yes,4,Airport,1.14,12.57
15,No,3,Business,1.43,10.76
15,Yes,6,Airport,1.13,14.81
25,Yes,7,Business,1.45,15.83
18,No,1,Residential,1.25,8.87
20,No,2,Business,1.13,10.62
