area_sqft,has_elevator,bedrooms,Location,building_age,monthly_rent
1257,No,2,Uptown,15,2182
1448,Yes,3,Uptown,13,2574
808,Yes,3,Downtown,23,1906
1259,No,1,Downtown,16,2058
740,No,3,Downtown,23,1661
890,No,,Suburb,17,1529
1342,No,1,Uptown,26,1975
1839,Yes,1,Old Town,24,2033
1421,Yes,2,Uptown,,2288
840,No,3,Uptown,16,1929
1449,Yes,1,Old Town,2,1863
1135,No,3,Uptown,21,2250
1669,Yes,1,Downtown,9,2492
1312,Yes,2,Old Town,22,2015
688,No,4,Uptown,8,2295
1200,Yes,3,Downtown,13,2493
1183,No,2,Uptown,7,1965
352,No,1,Downtown,30,899
1345,No,3,Uptown,22,2315
2266,No,2,Old Town,22,2361
955,No,2,Downtown,4,1880
250,No,5,Suburb,16,1601
986,No,2,Suburb,23,1565
2257,No,2,Downtown,26,2874
720,No,2,Uptown,14,1706
1743,Yes,2,Downtown,13,2522
866,Yes,2,Downtown,10,2070
1337,Yes,2,Old Town,,1841
1170,Yes,3,Suburb,1,2349
776,No,2,Downtown,19,1738
766,Yes,4,Suburb,0,2109
1702,Yes,4,Suburb,26,2632
1798,No,2,Old Town,11,2010
1353,Yes,2,Downtown,28,2406
801,Yes,2,Downtown,8,1874
1155,No,3,Uptown,20,2034
1104,No,3,Suburb,22,1983
1404,No,2,Downtown,14,2342
1157,Yes,4,Downtown,3,2660
959,No,3,Downtown,11,2193
967,Yes,3,Suburb,11,1943
1131,Yes,4,Uptown,25,2359
1864,Yes,3,Uptown,16,2796
2005,Yes,3,Downtown,25,3084
1417,Yes,3,Downtown,,2320
1315,No,2,Suburb,0,2288
837,No,2,Old Town,20,1220
1074,,3,Downtown,14,2309
1216,Yes,2,Downtown,24,2112
1637,Yes,2,Downtown,15,2896
1101,,4,Uptown,19,2287
890,Yes,4,Uptown,7,2567
1147,Yes,4,Downtown,10,2695
1649,Yes,3,Suburb,19,2659
1507,Yes,3,Suburb,4,2553
1347,No,,Suburb,8,2511
,No,,Downtown,20,2097
920,Yes,3,Downtown,18,2052
1110,Yes,4,Downtown,13,2837
983,No,3,Suburb,16,1860
845,Yes,3,Uptown,14,1707
902,No,2,Uptown,15,1991
1125,No,4,Downtown,,2448
,Yes,3,Suburb,4,2478
1232,No,2,Suburb,26,1698
1149,No,2,Downtown,23,1677
1363,Yes,3,Old Town,3,2331
695,Yes,1,Uptown,7,1672
290,No,2,Uptown,34,1054
569,No,2,Downtown,23,1759
1447,Yes,1,Uptown,29,1983
1979,No,3,Uptown,9,2883
1061,Yes,3,Old Town,25,1778
1448,Yes,4,Downtown,12,2939
529,Yes,2,Uptown,8,1720
555,No,2,Uptown,20,1361
1193,Yes,2,Downtown,8,2314
1869,No,4,Uptown,14,3193
1224,Yes,2,Suburb,13,1813
503,Yes,2,Uptown,0,1753
985,No,2,Downtown,2,2012
614,No,3,Suburb,19,1340
1345,Yes,2,Downtown,12,2401
775,No,1,Old Town,25,795
1681,No,2,Old Town,,2058
765,Yes,,Suburb,17,1736
,Yes,3,Uptown,32,2048
1941,Yes,,,22,2955
557,Yes,2,Uptown,20,1429
1737,Yes,2,Downtown,23,2601
794,No,2,Suburb,21,1453
738,Yes,2,Old Town,17,1535
1598,Yes,1,Suburb,20,1928
1215,No,2,Uptown,12,2033
721,Yes,2,Suburb,25,1350
942,No,3,Downtown,15,2350
479,No,4,Old Town,23,1324
526,Yes,3,Downtown,14,2137
1328,No,2,Downtown,0,2560
834,Yes,2,Old Town,21,1602
1825,Yes,4,Old Town,37,2558
838,No,1,Uptown,10,1398
676,No,,Old Town,17,1252
1097,Yes,3,Downtown,20,2501
940,No,4,Suburb,21,1949
989,Yes,1,Old Town,25,1156
764,Yes,2,Old Town,14,1225
1260,No,2,Downtown,13,2285
1075,Yes,,Downtown,9,2248
1697,No,2,Downtown,22,2356
2130,Yes,2,Uptown,25,2893
895,No,2,Suburb,21,1476
1123,No,2,Suburb,19,1640
2284,Yes,2,Downtown,16,3034
424,No,3,Suburb,29,1083
1879,No,4,Old Town,33,2648
1507,No,4,Downtown,17,2738
407,No,2,Downtown,10,1594
,Yes,4,Downtown,7,2702
2053,No,,Downtown,25,2843
1387,No,1,Old Town,8,1684
915,Yes,2,Uptown,14,1997
729,No,3,Suburb,12,1905
414,No,3,,32,1457
1318,No,4,Downtown,26,2481
1710,Yes,3,Downtown,31,2855
1456,No,1,Downtown,,2116
1161,No,4,Suburb,27,2159
1353,Yes,3,Old Town,25,2182
1075,Yes,2,Uptown,22,2033
1448,Yes,1,Downtown,12,2513
476,No,2,Suburb,18,907
613,Yes,3,Suburb,22,1544
874,No,2,Suburb,16,1434
534,Yes,1,Old Town,12,835
,No,2,Suburb,34,2494
1012,No,2,Suburb,22,1475
1158,Yes,2,Downtown,17,2164
1592,No,3,,25,2606
881,Yes,1,Old Town,28,1077
,No,6,Old Town,10,1965
811,No,5,Old Town,1,1986
944,No,2,,21,1762
1303,No,4,Downtown,,2548
759,No,2,Uptown,29,1502
1126,Yes,1,Uptown,23,1941
1220,Yes,1,Downtown,7,1901
1078,No,4,Downtown,21,2424
1908,No,3,Downtown,24,2843
1359,No,1,Downtown,15,1935
1266,No,3,Uptown,25,1967
1711,No,1,Old Town,6,1910
1404,No,5,Old Town,32,2288
250,No,2,Downtown,13,1449
1782,No,2,Uptown,4,2464
719,Yes,2,Suburb,11,1442
1218,Yes,,Uptown,25,2357
740,Yes,2,Uptown,,1508
1325,Yes,1,Uptown,19,2018
762,No,3,Downtown,0,1993
1197,No,2,Old Town,9,1571
1579,Yes,3,Old Town,15,2402
652,Yes,4,Suburb,15,1900
764,No,2,Downtown,7,1706
531,Yes,1,Downtown,16,1242
1891,No,2,,27,2374
1089,No,2,Suburb,18,1988
1078,Yes,1,Suburb,31,1358
764,Yes,1,Suburb,17,1232
892,Yes,1,Downtown,31,1325
286,Yes,4,Uptown,33,1448
1439,Yes,3,Uptown,21,2689
760,Yes,1,Downtown,19,1553
1185,No,4,Old Town,29,1996
1345,No,3,Downtown,28,2092
2211,No,3,Old Town,15,2841
583,No,1,Downtown,15,1241
1231,Yes,2,Downtown,22,2199
999,No,4,Uptown,7,2101
272,Yes,1,Old Town,22,328
,No,4,Old Town,18,3049
725,Yes,3,Suburb,8,2183
1220,Yes,2,Downtown,14,2256
1174,Yes,1,Old Town,23,1428
1325,No,3,Old Town,16,1968
2909,No,3,Suburb,21,3495
1308,No,2,Old Town,24,1635
1085,Yes,3,,32,1946
1357,No,1,Old Town,15,1628
1218,Yes,2,Old Town,17,1788
1646,No,2,Old Town,20,1998
1670,,2,Old Town,35,1874
1203,Yes,3,Uptown,28,1927
1464,No,2,Downtown,10,2418
,No,6,Downtown,5,5023
1190,Yes,3,Old Town,30,1726
1632,No,4,Downtown,20,2871
1055,,1,Suburb,31,1349
1384,No,4,Uptown,32,2237
658,Yes,2,Uptown,14,1759
757,Yes,2,Suburb,18,1413
1884,No,2,Uptown,,2520
1277,Yes,,Uptown,11,2027
1148,No,2,Uptown,19,1743
1781,No,3,Downtown,16,2653
1491,No,4,Old Town,14,2533
1143,Yes,3,Uptown,24,2245
1005,No,2,Downtown,17,1757
1472,Yes,1,Suburb,11,2262
1473,No,2,Downtown,27,2078
1337,Yes,2,Downtown,29,2341
,Yes,2,Suburb,27,2480
851,Yes,2,Suburb,13,1563
,No,2,Uptown,22,1769
1081,Yes,4,Uptown,19,2370
,Yes,1,Uptown,19,1621
1027,No,3,,23,2128
1339,Yes,2,Uptown,24,2266
862,Yes,,Old Town,32,1516
853,Yes,3,Uptown,23,2066
250,No,4,Suburb,22,1451
1675,Yes,2,Old Town,22,2119
,Yes,2,Downtown,33,2326
1563,No,3,Uptown,6,2649
733,Yes,1,Old Town,28,749
1322,Yes,3,Old Town,23,1921
1304,Yes,3,Downtown,,2316
1291,Yes,3,Downtown,21,2364
999,No,2,Suburb,31,1585
799,Yes,,Suburb,23,1792
1379,No,3,Downtown,23,2278
1102,Yes,3,Suburb,18,2096
1101,Yes,3,Suburb,26,2110
768,Yes,,Uptown,27,1747
1087,Yes,3,,0,2206
1758,Yes,2,Suburb,21,2564
1568,Yes,3,Old Town,41,2172
1269,No,4,Suburb,34,2324
1384,No,3,Downtown,29,2311
522,Yes,2,Downtown,19,1642
2066,,1,,29,2743
2163,No,3,Suburb,21,2726
723,No,3,Suburb,3,1818
1063,Yes,2,Downtown,18,2288
1353,No,2,Uptown,5,2514
1401,No,2,Suburb,18,2087
938,No,5,Suburb,39,1871
1274,Yes,3,Downtown,13,2433
1420,No,3,Downtown,27,2460
718,Yes,1,Uptown,6,1499
1058,No,2,Old Town,20,1585
1609,,5,Uptown,4,2984
1732,No,2,Downtown,6,2614
1501,No,3,Downtown,25,2610
1506,,1,Downtown,,2544
1103,Yes,3,Old Town,17,1811
1093,Yes,1,Old Town,18,1207
1274,No,2,Uptown,0,2359
831,No,,,14,1897
1099,No,4,Downtown,18,2375
1235,Yes,2,Downtown,22,2320
1871,No,2,Uptown,0,3001
2091,No,2,Old Town,27,2214
2069,Yes,2,Suburb,9,2784
683,Yes,3,Uptown,23,1980
1839,Yes,1,Uptown,19,2487
1304,No,3,Downtown,27,2421
946,Yes,2,Old Town,32,1358
,No,2,Suburb,19,1804
593,No,2,Uptown,21,1113
1193,Yes,2,Downtown,,2273
1563,Yes,1,Downtown,11,2280
684,No,2,Downtown,9,1424
,No,1,Downtown,17,1457
1083,No,,Old Town,17,1748
,No,4,Uptown,17,2952
250,Yes,2,Uptown,21,1051
1455,Yes,2,Suburb,38,1968
1347,Yes,2,Old Town,25,1851
1439,Yes,1,Suburb,24,1986
250,No,3,Suburb,18,1191
843,Yes,,Downtown,19,1931
,No,1,Uptown,22,1430
497,No,,Uptown,18,1479
2049,No,1,Downtown,34,2491
1498,No,2,Suburb,11,2193
1631,Yes,2,Uptown,25,2506
1537,Yes,3,Downtown,12,2798
478,No,2,Old Town,22,734
473,Yes,4,Suburb,23,1782
1694,Yes,4,Uptown,22,2752
681,No,2,Suburb,,1514
1370,No,5,Suburb,7,2510
723,No,,Downtown,15,1457
806,No,2,Suburb,22,1294
,Yes,4,Old Town,0,2443
657,Yes,3,Downtown,21,1854
250,Yes,3,Uptown,16,1516
1230,No,3,Suburb,7,2284
2307,No,3,Uptown,20,3274
1508,No,3,Uptown,32,2699
653,No,2,,28,1384
902,No,1,,10,1541
1110,,2,Suburb,37,1527
1215,No,3,Uptown,23,2021
784,Yes,4,Downtown,,2155
1747,Yes,2,Uptown,19,2637
906,Yes,1,Downtown,15,1497
1246,Yes,,Old Town,4,2255
3924,No,7,Downtown,32,4976
1110,Yes,2,Uptown,22,1856
2158,Yes,3,Old Town,16,2936
1386,No,2,Suburb,28,1937
958,No,1,Old Town,20,1354
1071,No,2,Uptown,7,2122
921,Yes,1,Downtown,18,1634
503,Yes,3,Downtown,14,1749
250,No,3,Uptown,14,1449
783,Yes,,,32,1369
250,No,3,Downtown,23,1535
733,Yes,1,Downtown,25,1453
1721,No,1,Downtown,,2250
990,No,3,Uptown,25,2009
1931,No,3,Downtown,25,2901
942,No,2,Uptown,24,1580
1593,Yes,3,Downtown,20,2723
1132,No,2,Uptown,20,2007
1000,Yes,2,Downtown,12,1824
1849,Yes,3,Suburb,15,2590
2189,Yes,2,Old Town,21,2535
1006,No,2,Downtown,20,2027
696,Yes,2,Downtown,12,1873
1177,Yes,5,Downtown,17,2850
1347,No,3,Downtown,15,2347
1465,Yes,2,Uptown,29,2407
1252,Yes,1,Suburb,18,1720
800,No,2,Uptown,14,1564
2116,No,1,Suburb,9,2070
799,Yes,4,Downtown,8,2254
1116,No,2,Old Town,5,1530
1717,No,2,Downtown,23,2565
729,Yes,3,Suburb,8,1969
,No,4,Downtown,,2660
1465,Yes,2,Downtown,0,2618
1290,No,3,Suburb,12,2066
1409,No,5,Downtown,3,3080
1081,Yes,,Uptown,,1835
,No,2,Suburb,25,1760
867,Yes,3,Old Town,18,1455
437,Yes,2,Downtown,13,1511
890,Yes,2,Suburb,26,1647
1208,No,,Uptown,15,2316
1451,Yes,4,Downtown,7,2915
1759,No,4,Downtown,25,3033
1906,Yes,2,Downtown,24,2487
,Yes,2,Suburb,10,1416
737,No,,Downtown,13,1745
988,,4,Old Town,13,2076
1342,Yes,3,Suburb,33,2026
1161,Yes,2,Suburb,13,1787
1516,No,3,Uptown,14,2293
1359,No,2,Old Town,11,1832
1516,Yes,2,Suburb,11,2305
541,Yes,2,Old Town,22,1200
1245,No,2,Downtown,30,2099
1283,No,3,Uptown,10,2345
1293,Yes,1,Uptown,0,2204
1183,No,3,Suburb,19,2081
1930,No,1,,0,2369
1207,Yes,3,Downtown,15,2543
684,No,1,Old Town,18,1004
685,Yes,2,Downtown,5,1871
952,No,2,Uptown,19,1757
683,Yes,2,Old Town,16,1244
1982,Yes,,Old Town,1,3597
1868,Yes,2,Downtown,10,2721
947,No,2,Downtown,17,1926
1390,Yes,1,Suburb,,1742
1053,,4,Downtown,12,2932
1095,No,2,Suburb,14,1858
1797,Yes,4,Downtown,8,3401
1456,No,4,Old Town,19,2537
1120,No,3,,17,1853
1023,No,2,Suburb,22,1807
1013,Yes,2,Old Town,12,1881
1680,No,3,,10,2683
809,Yes,4,Uptown,14,2069
928,Yes,4,Downtown,16,2425
,No,,Downtown,20,1430
1527,No,2,Downtown,23,2249
1935,Yes,3,Downtown,21,2953
888,No,2,Uptown,14,1684
1851,Yes,2,Old Town,27,2172
1720,Yes,3,Suburb,20,2503
1494,Yes,7,Suburb,32,3084
1298,Yes,3,Downtown,,2340
699,No,2,Downtown,0,1672
1043,Yes,1,Downtown,4,2029
552,Yes,4,Downtown,32,1876
1004,No,3,Old Town,23,1778
1075,No,3,Old Town,18,1685
763,No,3,Uptown,37,1610
1382,No,3,Suburb,0,2531
1710,Yes,2,Old Town,10,2151
1431,No,3,Suburb,20,2284
,No,2,Uptown,15,1448
1752,Yes,2,Suburb,26,2358
1281,Yes,2,Old Town,36,1538
825,No,1,Downtown,25,1523
1113,Yes,1,Uptown,0,1711
1770,No,4,Uptown,33,2572
1187,No,4,Suburb,18,2288
942,No,2,Uptown,12,1764
1141,No,2,Suburb,2,2002
574,Yes,3,Downtown,18,1790
825,Yes,3,Uptown,3,1809
1474,Yes,,Downtown,11,2767
1122,Yes,3,Uptown,5,2417
1029,Yes,1,Downtown,15,2069
1182,No,2,,15,1836
1531,No,2,Downtown,7,2367
2384,Yes,1,Downtown,16,3051
250,No,3,Downtown,23,1506
1165,No,1,Old Town,17,1255
1041,Yes,4,Downtown,40,2323
1762,No,1,Suburb,13,1992
1130,Yes,2,Downtown,17,2248
973,Yes,4,Old Town,28,1920
1063,Yes,2,Suburb,10,1663
1833,No,3,Downtown,24,2838
387,No,1,Old Town,8,739
1309,No,2,Suburb,12,1964
1374,Yes,2,Downtown,,2535
1931,Yes,3,Uptown,11,2872
,Yes,3,Uptown,13,1812
933,No,3,Downtown,,2236
1403,No,3,Downtown,33,2277
1020,No,2,Old Town,24,1387
461,Yes,3,Uptown,21,1667
,No,3,Suburb,12,2401
1209,,1,Suburb,1,1827
815,No,3,Downtown,21,2102
716,No,3,Old Town,21,1318
1339,Yes,3,Suburb,1,2509
621,,3,Uptown,5,1907
1374,Yes,2,Downtown,17,2165
2535,No,3,Old Town,,2911
651,No,1,Suburb,16,973
1964,No,3,Uptown,0,3076
1754,No,4,Downtown,19,2963
937,Yes,5,Uptown,16,2532
1049,,2,Downtown,5,2058
971,No,1,Old Town,18,1011
1354,Yes,2,Uptown,12,2113
1226,Yes,2,Downtown,0,2332
1026,No,2,Uptown,18,1698
882,Yes,4,,26,1916
870,Yes,3,Suburb,28,1894
1575,Yes,4,,25,2300
1519,,6,Old Town,15,2807
913,No,3,,12,1927
,No,3,Suburb,7,2312
1009,Yes,2,Downtown,,2262
876,Yes,3,Suburb,19,1627
1018,No,5,Downtown,19,2575
2027,No,3,Uptown,14,2646
749,No,3,Suburb,29,1480
1740,No,2,Suburb,27,2045
920,,2,Old Town,23,1261
1368,No,2,Uptown,11,2131
953,Yes,,Suburb,34,2068
1594,Yes,2,Downtown,30,2565
597,No,3,Old Town,5,1373
819,No,4,Downtown,20,2091
905,Yes,3,Old Town,23,1939
1327,Yes,3,Old Town,8,1946
1206,Yes,3,Downtown,25,2484
413,No,3,Downtown,29,1712
723,No,4,Downtown,11,2271
1967,Yes,2,,15,2632
1203,Yes,2,,23,2340
273,Yes,,Suburb,33,1035
1470,No,4,Uptown,23,2411
1222,Yes,4,Uptown,13,2297
1345,No,3,Uptown,14,2306
1436,Yes,3,Suburb,21,2347
755,No,4,Uptown,19,2010
1385,,3,Uptown,18,2453
1600,No,2,Downtown,6,2506
,No,2,Downtown,20,2077
1746,Yes,3,Downtown,23,2530
419,No,4,Suburb,13,1887
1492,Yes,3,,23,2618
703,No,2,Old Town,,986
250,No,4,Uptown,25,1635
,Yes,2,,30,1185
366,Yes,3,Suburb,8,1489
1836,No,5,Suburb,23,3205
844,No,2,Suburb,33,1463
1395,No,3,Suburb,30,2172
930,Yes,3,Old Town,0,1920
1942,No,1,Downtown,14,2716
951,No,4,Uptown,20,1917
1319,No,3,Suburb,0,2231
832,No,3,Suburb,21,1572
1514,Yes,3,Downtown,3,2808
1113,No,1,Uptown,14,1729
1447,No,3,Downtown,12,2864
498,Yes,4,Uptown,13,1788
1396,Yes,1,Uptown,15,2185
1230,Yes,3,,0,2531
448,Yes,4,Downtown,22,2048
266,No,2,Suburb,20,1001
1797,Yes,2,Downtown,22,2724
1418,Yes,3,Uptown,28,2259
1424,No,2,Downtown,,2230
1897,No,3,Old Town,18,2321
1574,Yes,2,Downtown,21,2596
,Yes,3,,27,2808
690,,2,Suburb,8,1433
1199,Yes,3,Suburb,21,2059
2383,No,3,Old Town,8,2751
1488,Yes,2,Downtown,7,2671
250,Yes,2,Uptown,12,1187
1295,No,3,Downtown,17,2514
929,No,1,Downtown,22,1772
783,Yes,2,Downtown,10,1890
1728,No,1,Uptown,30,2329
982,Yes,,Suburb,20,1616
1327,Yes,3,,15,2598
864,Yes,3,Uptown,14,2124
1328,Yes,4,Old Town,14,2237
1489,Yes,3,Suburb,8,2292
1343,Yes,1,Uptown,8,2146
1039,Yes,1,Downtown,15,2034
1342,No,3,Uptown,16,2315
2106,No,2,Suburb,24,2609
1612,No,2,Uptown,37,2022
1062,No,3,Downtown,21,2286
712,,4,Old Town,8,1682
405,No,3,Old Town,14,1064
461,No,3,Suburb,35,1139
435,Yes,2,Downtown,37,1379
468,Yes,2,Downtown,19,1693
1390,Yes,1,Uptown,33,1709
1647,Yes,4,Downtown,28,2803
977,No,3,Suburb,22,1819
1233,No,3,Downtown,20,2226
1528,Yes,4,Uptown,28,2662
1459,No,3,,27,2394
1399,Yes,3,Uptown,7,2277
1671,No,4,Downtown,11,2962
1469,No,2,Old Town,19,1979
804,No,2,Downtown,15,1735
1329,No,2,Suburb,7,1929
2038,No,1,Suburb,3,2508
1096,No,4,Uptown,,2343
1521,Yes,2,Uptown,11,2362
2068,No,2,Suburb,26,2489
968,No,3,Downtown,27,2264
612,Yes,3,Uptown,16,1813
1188,Yes,3,Uptown,24,2114
953,No,1,Uptown,14,1566
1228,No,1,Downtown,35,1661
648,Yes,3,Old Town,22,1356
677,Yes,4,Old Town,26,1511
1124,Yes,4,Suburb,19,2102
986,Yes,4,,27,2361
1922,Yes,2,Uptown,29,2615
882,No,2,,,1835
1023,No,1,Suburb,23,1318
1418,Yes,3,Uptown,20,2437
2404,Yes,3,Uptown,7,3590
1103,Yes,3,Old Town,17,1691
,Yes,4,Old Town,11,2460
1011,Yes,3,Suburb,26,1918
613,Yes,3,,12,1571
842,Yes,3,Old Town,27,1531
1064,Yes,1,Old Town,13,1474
1977,Yes,3,,9,2780
,Yes,1,Suburb,9,2232
1546,No,3,Old Town,31,2053
1004,Yes,1,Old Town,21,976
937,Yes,,Old Town,15,1161
789,Yes,3,Uptown,30,1894
1541,Yes,1,Suburb,36,1775
1653,No,3,Uptown,12,2537
1621,No,2,Suburb,30,2106
606,No,3,Suburb,16,1613
820,Yes,2,Suburb,20,1783
2129,No,2,Suburb,13,2726
1528,Yes,4,Downtown,,3034
1695,No,3,Downtown,25,2665
1140,No,1,Uptown,25,1400
1591,Yes,2,Suburb,11,2222
1020,Yes,2,Downtown,32,1920
1488,Yes,4,Suburb,37,2549
1153,Yes,2,Suburb,25,1883
1155,Yes,1,Suburb,28,1520
1207,No,,Suburb,4,1902
250,Yes,,Old Town,11,925
657,Yes,2,Downtown,32,1636
1720,Yes,3,Downtown,29,2627
1479,No,3,Suburb,,2401
1450,Yes,3,Downtown,15,2722
602,No,4,Uptown,,1689
1934,No,6,Uptown,23,3222
1705,Yes,3,Suburb,28,2559
555,No,3,,17,1583
878,No,2,Old Town,4,1534
523,No,2,Old Town,21,1034
1470,Yes,1,Uptown,6,2484
890,Yes,,,33,1157
1759,No,3,Downtown,25,2720
1269,Yes,3,Downtown,31,2267
1377,No,1,Downtown,26,2049
,No,3,Uptown,24,2433
1876,Yes,3,Uptown,9,2717
1492,No,,Old Town,,2271
1713,Yes,2,Uptown,11,2678
924,Yes,,Downtown,14,1910
884,Yes,2,,18,1778
520,No,3,Downtown,12,1753
,Yes,3,Uptown,7,2763
1015,No,2,Old Town,2,1420
1147,No,3,Uptown,8,2108
1209,No,2,Suburb,23,1715
1417,Yes,2,Suburb,19,2230
944,Yes,3,Downtown,23,2154
1350,No,3,Uptown,15,2183
651,Yes,1,Downtown,15,1242
1742,Yes,3,Old Town,22,2358
250,Yes,4,Suburb,20,1290
710,Yes,3,Downtown,21,1913
1499,Yes,4,Suburb,17,2453
1466,Yes,3,,22,2270
1476,No,4,Suburb,,2741
610,Yes,5,Downtown,21,1960
250,Yes,4,Uptown,13,1972
1815,Yes,3,Suburb,19,2690
1206,No,3,Uptown,11,2240
1471,No,1,Downtown,4,2215
803,No,1,Old Town,9,1255
1184,No,4,Suburb,24,2261
475,No,2,Uptown,,1130
1067,No,4,Downtown,18,2504
1587,Yes,2,Suburb,20,2269
250,Yes,1,Downtown,8,990
2181,Yes,,Suburb,2,2923
583,Yes,1,Suburb,18,1113
920,No,4,Old Town,14,2057
1043,Yes,2,Uptown,23,1819
2167,Yes,2,,15,2924
1092,Yes,2,Uptown,0,2138
1473,No,2,Suburb,25,2110
677,No,3,Suburb,24,1489
955,No,2,Downtown,11,1967
1220,No,1,Suburb,17,1866
358,Yes,1,Uptown,12,1197
653,Yes,2,Suburb,17,1471
952,Yes,1,Downtown,23,1508
1418,,4,Old Town,18,2296
1181,Yes,2,,22,1922
1508,Yes,1,Downtown,6,2281
801,Yes,3,Suburb,6,1924
1774,Yes,2,Uptown,26,2619
1504,No,3,Uptown,19,3003
1037,No,2,Suburb,17,1505
977,No,2,Downtown,33,1743
974,Yes,5,Old Town,31,2252
782,Yes,3,Uptown,21,1807
963,Yes,3,Uptown,12,1890
1157,No,3,Old Town,18,1539
1298,Yes,2,Downtown,11,2402
1581,Yes,5,Downtown,19,3201
1288,Yes,2,Downtown,21,2222
590,Yes,4,,31,1528
1132,No,2,Suburb,16,1639
1511,Yes,2,Downtown,19,2699
2041,Yes,2,Downtown,19,3020
,Yes,1,Old Town,26,1274
,Yes,2,,2,1851
1131,Yes,3,Downtown,30,2471
1305,Yes,2,Suburb,23,2323
845,Yes,1,Downtown,,1596
1628,Yes,3,Downtown,9,3031
1311,Yes,2,Uptown,6,2349
2227,No,2,,24,3037
1171,Yes,1,Uptown,28,1698
1564,Yes,2,Uptown,21,2354
1003,Yes,2,Downtown,27,2127
1332,No,,Suburb,25,1933
1463,Yes,3,Downtown,,2864
2026,Yes,1,Downtown,7,2816
1028,Yes,2,Uptown,20,1835
,Yes,,Downtown,4,2186
1213,No,3,Suburb,9,2115
421,Yes,3,Uptown,31,1537
1583,No,2,Uptown,25,2205
1174,No,3,Uptown,0,2498
,Yes,6,Suburb,7,3207
986,No,2,Downtown,14,2084
1153,Yes,4,Downtown,6,2826
1482,Yes,4,Old Town,25,2336
1411,Yes,2,,3,2245
749,No,3,Old Town,18,1547
1586,No,1,Uptown,17,2017
1295,No,2,Downtown,31,2158
1080,No,,Old Town,10,1819
1010,No,2,Uptown,2,1830
1463,Yes,3,Old Town,17,1982
,Yes,3,Old Town,7,1543
683,No,3,Suburb,24,1572
1691,No,3,Uptown,10,2894
1327,,3,Suburb,23,1952
1419,No,3,Uptown,20,2026
1088,Yes,3,Uptown,20,2042
1447,Yes,2,Suburb,0,2561
884,No,1,Old Town,26,1331
1403,No,3,Suburb,20,1990
711,No,2,Suburb,24,1207
1666,,4,Uptown,13,2986
1626,,1,Old Town,14,1825
1061,No,2,Old Town,13,1559
989,Yes,3,Old Town,16,1983
1462,No,1,Uptown,8,2147
760,Yes,2,Uptown,14,1858
913,No,2,Suburb,,1597
1720,No,4,Uptown,10,3143
1079,Yes,2,Downtown,19,2070
1316,Yes,3,Downtown,44,2323
602,No,2,Downtown,18,1660
1432,No,2,Downtown,28,2268
1889,No,4,Uptown,39,2653
1322,Yes,1,Downtown,31,1902
1765,No,3,Downtown,31,2717
897,No,3,Uptown,23,2119
2189,Yes,4,Downtown,,3696
1165,Yes,2,Suburb,28,1985
769,No,1,Suburb,12,1291
460,No,1,Uptown,39,941
1508,Yes,2,Suburb,25,1997
1724,No,3,Downtown,2,3021
412,,2,Downtown,19,1402
1442,Yes,,Uptown,23,2392
1097,Yes,4,Suburb,11,2566
1683,Yes,3,Downtown,22,2943
866,No,3,Old Town,,1585
1508,Yes,3,Downtown,23,2637
2066,No,2,Old Town,9,2242
956,Yes,,Suburb,25,2336
799,No,2,Downtown,17,1808
2066,No,3,Suburb,14,2878
1245,Yes,3,Old Town,2,2152
1122,Yes,1,Old Town,18,1315
903,No,1,Downtown,10,1715
1736,No,3,Uptown,12,2760
,No,2,Downtown,6,2041
1120,Yes,4,,20,2421
971,Yes,2,Uptown,21,1754
1221,Yes,4,Old Town,22,2160
1359,Yes,4,Old Town,11,2362
1758,Yes,3,Suburb,16,2589
672,Yes,2,Old Town,15,1248
1014,Yes,3,Suburb,23,1956
2001,No,2,Suburb,12,2761
1249,No,2,Uptown,8,2140
1486,No,1,Uptown,18,1987
1057,No,3,Old Town,8,1807
1068,No,2,Old Town,10,1465
1584,No,3,Uptown,31,2237
1064,No,3,Downtown,8,2304
1507,Yes,1,Downtown,17,2201
1675,No,3,Uptown,18,2754
519,No,3,Old Town,12,1353
1234,No,3,Uptown,22,2164
1171,No,3,Downtown,11,2341
1450,No,3,Uptown,18,2388
1745,No,4,Suburb,14,2908
992,No,3,Old Town,29,1368
1626,Yes,4,Old Town,26,2374
1609,No,1,Suburb,12,2150
1270,Yes,2,Downtown,20,2430
1324,No,3,Old Town,12,1824
1112,No,2,Uptown,11,1788
833,Yes,3,Downtown,24,1954
1527,No,3,Old Town,24,1909
1339,Yes,3,Old Town,10,2182
1331,Yes,2,Uptown,23,2082
1765,Yes,3,Suburb,5,2746
925,No,,Uptown,26,1635
1081,No,,Downtown,,2019
250,No,4,Suburb,15,1539
1415,Yes,3,Old Town,16,2340
754,No,3,Old Town,18,1461
1277,Yes,2,Suburb,13,2202
482,Yes,3,Uptown,29,1513
1266,Yes,4,Uptown,30,2578
1302,No,3,Uptown,18,2434
1135,No,4,Uptown,22,2230
1095,Yes,2,Old Town,18,1639
922,No,3,,21,1876
1847,No,2,Suburb,16,2323
761,Yes,3,Suburb,8,1968
1978,Yes,1,Old Town,38,1853
1082,No,2,Downtown,39,1922
1873,No,2,Uptown,32,2635
1245,No,2,,33,1981
1571,No,2,Uptown,13,2377
693,Yes,1,Suburb,0,1219
435,No,4,Downtown,14,1556
1803,No,3,Old Town,8,2379
